index,audio,ref_audio,text,duration_sec,status,split,reason
309,./audio/309.wav,./audio/ref_voice/alienkevin.wav,周末我會同朋友去hiking，嗰種與nature間的bonding真係好relaxing。,5.9947,kept,train,"5.99s in [5.0, 30.0]"
310,./audio/310.wav,./audio/ref_voice/alienkevin.wav,我鍾意做yoga，佢唔單止幫助身體flexibility，仲可以幫助meditate。,5.547,kept,train,"5.55s in [5.0, 30.0]"
311,./audio/311.wav,./audio/ref_voice/alienkevin.wav,冬季我會去skiing，滑雪可以提升我嘅coordination同埋balance能力。,5.0134,kept,train,"5.01s in [5.0, 30.0]"
312,./audio/312.wav,./audio/ref_voice/alienkevin.wav,我training嘅時候會輪流用elliptical machine同埋treadmill，咁就可以全身workout。,6.807,kept,train,"6.81s in [5.0, 30.0]"
313,./audio/313.wav,./audio/ref_voice/alienkevin.wav,我嘅swimming coach教咗我啲breathing techniques，依家我嘅swim speed已經提升咗。,5.632,kept,train,"5.63s in [5.0, 30.0]"
314,./audio/314.wav,./audio/ref_voice/alienkevin.wav,我鍾意每週去做兩次pilates，係一個好方法去strengthen我嘅core muscles。,5.824,kept,train,"5.82s in [5.0, 30.0]"
315,./audio/315.wav,./audio/ref_voice/alienkevin.wav,我嘅朋友話他鍾意去做武術課（martial arts class），佢話呢啲可以提升discipline同埋self-confidence。,7.04,kept,train,"7.04s in [5.0, 30.0]"
316,./audio/316.wav,./audio/ref_voice/alienkevin.wav,新型肺炎疫情令全球經濟受壓，我哋需要政府提供更多financial support去挽救疲弱的經濟。,7.2107,kept,eval,"7.21s in [5.0, 30.0]"
317,./audio/317.wav,./audio/ref_voice/alienkevin.wav,本地藝術和文化發展得好慢，希望政府可以allocate more resources涌入creative industry，令香港嘅藝術文化更有競爭力。,8.4907,kept,train,"8.49s in [5.0, 30.0]"
318,./audio/318.wav,./audio/ref_voice/alienkevin.wav,近年嘅property prices好高，住屋問題愈來愈嚴重。我哋需要政府建多啲affordable housing給市民。,7.232,kept,train,"7.23s in [5.0, 30.0]"
319,./audio/319.wav,./audio/ref_voice/alienkevin.wav,疫情下，好多餐廳企業經營艱難，政府需要提供種specific financial scheme去支援他們。,7.1467,kept,train,"7.15s in [5.0, 30.0]"
320,./audio/320.wav,./audio/ref_voice/alienkevin.wav,很多學生因為school closure受到影響，政府需要建立a better online learning system，以保障學生嘅學習權益。,7.4454,kept,train,"7.45s in [5.0, 30.0]"
321,./audio/321.wav,./audio/ref_voice/alienkevin.wav,"空氣污染問題越來越嚴重，希望政府可以implement stricter environmental regulations for control。"" ",6.4,kept,train,"6.40s in [5.0, 30.0]"
322,./audio/322.wav,./audio/ref_voice/alienkevin.wav,嚴重嘅交通堵塞問題令市民生活嚴重受影響，我哋嘅城市需要更有效嘅public transport system。,7.296,kept,train,"7.30s in [5.0, 30.0]"
323,./audio/323.wav,./audio/ref_voice/alienkevin.wav,食物浪費係一個嚴重問題，我哋政府需要建立一個comprehensive food recycling program去處理冇用嘅食物。,6.592,kept,train,"6.59s in [5.0, 30.0]"
324,./audio/324.wav,./audio/ref_voice/alienkevin.wav,政府應當invest more in healthcare，尤其是疫情之下，醫療資源十分短缺。,5.952,kept,train,"5.95s in [5.0, 30.0]"
325,./audio/325.wav,./audio/ref_voice/alienkevin.wav,政府在youth development嘅投資不足，需要提供更多opportunities for young people，包括再教育、就業等等。,6.464,kept,train,"6.46s in [5.0, 30.0]"
326,./audio/326.wav,./audio/ref_voice/alienkevin.wav,我今日就去一個大sale，想買個brand new嘅handbag，好期待呢！,5.2694,kept,train,"5.27s in [5.0, 30.0]"
327,./audio/327.wav,./audio/ref_voice/alienkevin.wav,我喺department store見到一件好靚嘅dress，但我覺得價錢有啲expensive，邊款比較值得買呢？,6.2934,kept,train,"6.29s in [5.0, 30.0]"
328,./audio/328.wav,./audio/ref_voice/alienkevin.wav,我鐘意個feel嘅vintage cloths，所以我經常去二手店逛逛，好多有趣嘅findings喎。,6.2507,kept,train,"6.25s in [5.0, 30.0]"
329,./audio/329.wav,./audio/ref_voice/alienkevin.wav,我睇到個discount code，可以馬上去網上買啲我之前想買但覺得太貴嘅品牌服裝，真係太lucky啦！,7.552,kept,train,"7.55s in [5.0, 30.0]"
330,./audio/330.wav,./audio/ref_voice/alienkevin.wav,我見到好個好deal，買一送一嘅shoes，質素又好look又comfortable，我覺得好值嘅。,5.655,kept,train,"5.65s in [5.0, 30.0]"
331,./audio/331.wav,./audio/ref_voice/alienkevin.wav,我媽媽話，我今次去outlet購物，可以幫我買個新嘅laptop，我真係太high啦！,4.928,too_short,n/a,4.93s < 5.0
332,./audio/332.wav,./audio/ref_voice/alienkevin.wav,我去市場買緊groceries，發現新鮮嘅fruits同vegetables好平，我就買多咗啲回屋企。,6.8267,kept,train,"6.83s in [5.0, 30.0]"
333,./audio/333.wav,./audio/ref_voice/alienkevin.wav,我想買個最新款嘅smartphone，但我先check下review同比價，之後先決定應唔應該買。,5.6107,kept,train,"5.61s in [5.0, 30.0]"
334,./audio/334.wav,./audio/ref_voice/alienkevin.wav,一齊set goals同monitor progress，學習嘅效果就會大大提升啦。,4.6507,too_short,n/a,4.65s < 5.0
335,./audio/335.wav,./audio/ref_voice/alienkevin.wav,要利用online resources助你解答難題，便於你自主學習嘅。,5.3334,kept,train,"5.33s in [5.0, 30.0]"
336,./audio/336.wav,./audio/ref_voice/alienkevin.wav,每日都需要reserve出一啲時間用上study，堅持係一種好重要嘅success factor喎。,6.528,kept,eval,"6.53s in [5.0, 30.0]"
337,./audio/337.wav,./audio/ref_voice/alienkevin.wav,唔要覺得自己學不到，唔好easy give up，其實我哋每個都有自己嘅potential去學會新嘢嘅。,6.2507,kept,train,"6.25s in [5.0, 30.0]"
338,./audio/338.wav,./audio/ref_voice/alienkevin.wav,develop一個好嘅study habit，一日無做都會覺得唔舒服架。,4.7574,too_short,n/a,4.76s < 5.0
339,./audio/339.wav,./audio/ref_voice/alienkevin.wav,學習就好似workout一樣，需要去遍practice and revise，先會進步喎。,4.9067,too_short,n/a,4.91s < 5.0
340,./audio/340.wav,./audio/ref_voice/alienkevin.wav,engage喺學習嘅過程中好重要，咁先能full understand學到嘅東西。,5.7387,kept,train,"5.74s in [5.0, 30.0]"
341,./audio/341.wav,./audio/ref_voice/alienkevin.wav,學識學嘢唔只係讀書，還要learn from experience啦，這種事好common架。,5.248,kept,train,"5.25s in [5.0, 30.0]"
342,./audio/342.wav,./audio/ref_voice/alienkevin.wav,用heart去學嘢，你就會感受到學習的joy和satisfaction架。,4.4374,too_short,n/a,4.44s < 5.0
343,./audio/343.wav,./audio/ref_voice/alienkevin.wav,揀咗自己喜歡同interested嘅野去學，學習嘅過程就會smooth多咗。,4.7574,too_short,n/a,4.76s < 5.0
344,./audio/344.wav,./audio/ref_voice/alienkevin.wav,即使平時duty好忙，都需要抽空去做啲self-reflection，睇下自己喺工作嘅performance點樣。,6.336,kept,eval,"6.34s in [5.0, 30.0]"
345,./audio/345.wav,./audio/ref_voice/alienkevin.wav,有時，要去adapt新嘅work environment同workflow，尤其喺疫情下，我哋都要学习去accept new normal。,5.7387,kept,train,"5.74s in [5.0, 30.0]"
346,./audio/346.wav,./audio/ref_voice/alienkevin.wav,喺工作嘅同時，都好重要去保持工作生活嘅balance，咁先可以sustain long term嘅performance。,6.4854,kept,train,"6.49s in [5.0, 30.0]"
347,./audio/347.wav,./audio/ref_voice/alienkevin.wav,喺追求career success嘅路上，critical thinking同problem solving skills都好重要，咁可以face 嚟自各方面嘅…,7.5307,kept,train,"7.53s in [5.0, 30.0]"
348,./audio/348.wav,./audio/ref_voice/alienkevin.wav,我哋喺工作嘅同時，都要maintain好嘅professionalism同ethics，咁先可以assume更大嘅responsibilities。,6.8267,kept,train,"6.83s in [5.0, 30.0]"
349,./audio/349.wav,./audio/ref_voice/alienkevin.wav,喺團隊工作中，cooperation同teamwork勁重要，大家都要識得互相support同respect。,5.1414,kept,train,"5.14s in [5.0, 30.0]"
350,./audio/350.wav,./audio/ref_voice/alienkevin.wav,將來，我哋都應該要追求更大嘅career opportunities，透過continuous learning同upgrading嘅skill sets。,7.232,kept,train,"7.23s in [5.0, 30.0]"
351,./audio/351.wav,./audio/ref_voice/alienkevin.wav,咁樣喺高壓嘅situations下都識得保持cool同calm，對工作有好大嘅help。,5.632,kept,train,"5.63s in [5.0, 30.0]"
352,./audio/352.wav,./audio/ref_voice/alienkevin.wav,"千祈唔好玩失去嘅curiosity，困難嘅時候唔好怕問question，咁先可以不断嘅improve自己。"" ",6.848,kept,eval,"6.85s in [5.0, 30.0]"
353,./audio/353.wav,./audio/ref_voice/alienkevin.wav,每日都要set新嘅goals，並keep track嘅progress，咁先可以開展自己嘅potential。,6.123,kept,eval,"6.12s in [5.0, 30.0]"
354,./audio/354.wav,./audio/ref_voice/alienkevin.wav,超calm的一个morning，最好gaai個時tanning啦。,4.48,too_short,n/a,4.48s < 5.0
355,./audio/355.wav,./audio/ref_voice/alienkevin.wav,瞓覺前記得check下天气，话说可能会有overnight frost喔。,4.544,too_short,n/a,4.54s < 5.0
356,./audio/356.wav,./audio/ref_voice/alienkevin.wav,晚餐後一家人去喺rooftop enjoy下個breeze，天气好好呀。,4.864,too_short,n/a,4.86s < 5.0
357,./audio/357.wav,./audio/ref_voice/alienkevin.wav,大人少儿要小心，白天話會extremely hot嘅。,4.0107,too_short,n/a,4.01s < 5.0
358,./audio/358.wav,./audio/ref_voice/alienkevin.wav,Dinner後可以去海边，預計會有一個perfect sunset呢。,3.9894,too_short,n/a,3.99s < 5.0
359,./audio/359.wav,./audio/ref_voice/alienkevin.wav,走前前要remember帶把umbrella，预报話可能會下雨。,4.5867,too_short,n/a,4.59s < 5.0
360,./audio/360.wav,./audio/ref_voice/alienkevin.wav,去迎接快要arrive嘅spring吧，花应该准备再bloom喇。,4.9067,too_short,n/a,4.91s < 5.0
361,./audio/361.wav,./audio/ref_voice/alienkevin.wav,唔好忘咗帶sunscreen出街啊，話說uv index會好高呀。,4.503,too_short,n/a,4.50s < 5.0
362,./audio/362.wav,./audio/ref_voice/alienkevin.wav,记得带多piece sweater，晚上話会变得quite chilly。,4.7147,too_short,n/a,4.71s < 5.0
363,./audio/363.wav,./audio/ref_voice/alienkevin.wav,如果你计划出去hiking，记得check下weather forecast，话畀你听可能会有thunderstorms。,5.7387,kept,train,"5.74s in [5.0, 30.0]"
364,./audio/364.wav,./audio/ref_voice/alienkevin.wav,"我最鍾意嘅大排檔有一道black pepper beef，醬汁rich同juicy，好real authentic!""  ",6.9974,kept,train,"7.00s in [5.0, 30.0]"
365,./audio/365.wav,./audio/ref_voice/alienkevin.wav,"Dinner我一定煮番杯雞蛋炒飯，simplicity之餘又富有飽足感，得心應手到唔得了!""  ",7.616,kept,train,"7.62s in [5.0, 30.0]"
366,./audio/366.wav,./audio/ref_voice/alienkevin.wav,"我真係無法resist落個cafe飲個freshly brewed的咖啡，啱啱好嘅bitterness實在太captivating!""  ",7.275,kept,train,"7.27s in [5.0, 30.0]"
367,./audio/367.wav,./audio/ref_voice/alienkevin.wav,"海鮮豐富嘅西班牙paella真係worth every penny，每一粒滿是flavour嘅飯粒都令我欲罷不能!"" ",6.72,kept,train,"6.72s in [5.0, 30.0]"
368,./audio/368.wav,./audio/ref_voice/alienkevin.wav,驚喜下，我今日lunch time決定食個fusion sushi roll，你唔會相信原來raw fish可以咁delicious!,6.656,kept,train,"6.66s in [5.0, 30.0]"
369,./audio/369.wav,./audio/ref_voice/alienkevin.wav,"我總會joyful咁飲杯bubble tea，嗰pearls chewy得嚟smooth，喺口入面就像跳舞一樣,simply irresistible!",8.128,kept,train,"8.13s in [5.0, 30.0]"
370,./audio/370.wav,./audio/ref_voice/alienkevin.wav,"早餐我鐘意食個smashed avocado toast，捧住嗰刻fruity taste, 真係heavenly!",5.6107,kept,train,"5.61s in [5.0, 30.0]"
371,./audio/371.wav,./audio/ref_voice/alienkevin.wav,"食完嗰個belgian waffle，我唯一想話係, 'Having this is truly a bless!'"" ",6.016,kept,train,"6.02s in [5.0, 30.0]"
372,./audio/372.wav,./audio/ref_voice/alienkevin.wav,嚟個fall in love with chocolate lava cake，每次看到嗰melted chocolate流出嚟時，我感到極度satisfyin…,7.4027,kept,train,"7.40s in [5.0, 30.0]"
373,./audio/373.wav,./audio/ref_voice/alienkevin.wav,今日lunch我去咗食個salad，雖然我怕肥緊節食，但fruit and nut combination真係surprisingly tasty!,7.3174,kept,train,"7.32s in [5.0, 30.0]"
374,./audio/374.wav,./audio/ref_voice/alienkevin.wav,我准备喺Summer去日本嘅Kyoto，欣赏下花火festival嘅魅力啦!,5.376,kept,train,"5.38s in [5.0, 30.0]"
375,./audio/375.wav,./audio/ref_voice/alienkevin.wav,橫琴岛嘅温泉真系super relaxing，我一定要再去一次咋!,4.16,too_short,n/a,4.16s < 5.0
376,./audio/376.wav,./audio/ref_voice/alienkevin.wav,返工太累啦，我想去Maldives躺沙滩，感受一下beach life嘅乐趣。,4.9067,too_short,n/a,4.91s < 5.0
377,./audio/377.wav,./audio/ref_voice/alienkevin.wav,New Year假期我洗准备去London shopping，唔好再讲我shopaholic啦!,5.696,kept,train,"5.70s in [5.0, 30.0]"
378,./audio/378.wav,./audio/ref_voice/alienkevin.wav,我打算十一黄金周去Australia嘅Sydney海边BBQ，好似好有fun哦!,5.2054,kept,train,"5.21s in [5.0, 30.0]"
379,./audio/379.wav,./audio/ref_voice/alienkevin.wav,来喇Christmas假期，我决定去New York嘅Times Square，體驗下countdown嘅狂热气氛!,7.0827,kept,train,"7.08s in [5.0, 30.0]"
380,./audio/380.wav,./audio/ref_voice/alienkevin.wav,下个星期我要去深圳Bay Park玩，欣赏下嘅modern city view。,5.3974,kept,eval,"5.40s in [5.0, 30.0]"
381,./audio/381.wav,./audio/ref_voice/alienkevin.wav,今年我又想去Thailand潜水，尽情享受下underwater world嘅美丽。,4.9494,too_short,n/a,4.95s < 5.0
382,./audio/382.wav,./audio/ref_voice/alienkevin.wav,我想去法国嘅Paris，去Eiffel Tower度度新年，似乎好romantic呀!,4.8214,too_short,n/a,4.82s < 5.0
383,./audio/383.wav,./audio/ref_voice/alienkevin.wav,我打算去台湾租一个露营车，体验下road trip嘅乐趣啦!,4.1814,too_short,n/a,4.18s < 5.0
384,./audio/384.wav,./audio/ref_voice/alienkevin.wav,我好鍾意玩video game，最近剛買咗一部新嘅PS5，真係非常exciting！,5.4614,kept,train,"5.46s in [5.0, 30.0]"
385,./audio/385.wav,./audio/ref_voice/alienkevin.wav,週末我同朋友去咗邊度唱K，叫咗幾個pizza配埋幾罐beer，真係非常happy呀！,5.7387,kept,train,"5.74s in [5.0, 30.0]"
386,./audio/386.wav,./audio/ref_voice/alienkevin.wav,我鍾意去追星，尤其係Kpop團體，每次看到佢地演出，心都會beat得好快！,5.6747,kept,train,"5.67s in [5.0, 30.0]"
387,./audio/387.wav,./audio/ref_voice/alienkevin.wav,我最喜歡嘅movie係‘阿凡達’，佢嘅特效同story line都係完全top-notch，每次看都唔會膩！,8.4694,kept,train,"8.47s in [5.0, 30.0]"
388,./audio/388.wav,./audio/ref_voice/alienkevin.wav,我平時鍾意聽R&B同Hip-hop music，尤其係當我感到down嘅時候，聽下music真係可以幫到好多。,6.7627,kept,eval,"6.76s in [5.0, 30.0]"
389,./audio/389.wav,./audio/ref_voice/alienkevin.wav,"我鍾意去concert享受live嘅音樂，無論係本土band定係international stars, 都可以令我感到非常high！"" ",7.7867,kept,train,"7.79s in [5.0, 30.0]"
390,./audio/390.wav,./audio/ref_voice/alienkevin.wav,我最鍾意嘅TV show係‘Friends’，因為裡面嘅jokes都好搞笑，每次睇都會laugh out loud！,5.9094,kept,train,"5.91s in [5.0, 30.0]"
391,./audio/391.wav,./audio/ref_voice/alienkevin.wav,"我每逢假期就會去迪士尼度玩，喺度ride各種各樣嘅rides，玩得好高興同過癮！"" ",5.547,kept,train,"5.55s in [5.0, 30.0]"
392,./audio/392.wav,./audio/ref_voice/alienkevin.wav,"我鍾意去夜店跳舞，特別係當DJ播我最愛的EDM時，真係令我感到非常pumped up！"" ",6.336,kept,train,"6.34s in [5.0, 30.0]"
393,./audio/393.wav,./audio/ref_voice/alienkevin.wav,我每逢新一季嘅'Game of Thrones'出嚟，就會同friend開個watching party，感覺真係非常cool!,6.807,kept,train,"6.81s in [5.0, 30.0]"
394,./audio/394.wav,./audio/ref_voice/alienkevin.wav,我每日都會去gym做運動，維持healthy lifestyle真係好important。,4.7147,too_short,n/a,4.71s < 5.0
395,./audio/395.wav,./audio/ref_voice/alienkevin.wav,我喺basketball court度打波，感覺自己好似NBA嘅star一樣。,4.16,too_short,n/a,4.16s < 5.0
396,./audio/396.wav,./audio/ref_voice/alienkevin.wav,Playing soccer唔單止係比賽，同時都係一種teamwork嘅練習。,4.3307,too_short,n/a,4.33s < 5.0
397,./audio/397.wav,./audio/ref_voice/alienkevin.wav,當我de-stress嘅時候就會去打羽毛球，由心出發就好enjoyable。,4.3307,too_short,n/a,4.33s < 5.0
398,./audio/398.wav,./audio/ref_voice/alienkevin.wav,我每周都會去swim，喺水中感覺好係freedom。,3.84,too_short,n/a,3.84s < 5.0
399,./audio/399.wav,./audio/ref_voice/alienkevin.wav,我之前參加咗一次marathon，成個過程都好challenging但係結果真係好satisfying。,5.44,kept,train,"5.44s in [5.0, 30.0]"
400,./audio/400.wav,./audio/ref_voice/alienkevin.wav,被隊友pass嘅rugby球，我會揸得好tight並且全力以赴嘅跑。,5.079,kept,train,"5.08s in [5.0, 30.0]"
401,./audio/401.wav,./audio/ref_voice/alienkevin.wav,喺tennis court上，每次打返嚟球都需要full concentration。,3.9467,too_short,n/a,3.95s < 5.0
402,./audio/402.wav,./audio/ref_voice/alienkevin.wav,雖然單車行山有時quite tough，但係其實好足本 enjoy 其中的nature。,6.2507,kept,eval,"6.25s in [5.0, 30.0]"
403,./audio/403.wav,./audio/ref_voice/alienkevin.wav,瑜伽唔單可以提升我們嘅flexibility，仲可以幫助peace of mind。,4.16,too_short,n/a,4.16s < 5.0
404,./audio/404.wav,./audio/ref_voice/alienkevin.wav,交通問題嚴重，我地需要government推行public transportation improvements去改善現況。,5.547,kept,train,"5.55s in [5.0, 30.0]"
405,./audio/405.wav,./audio/ref_voice/alienkevin.wav,空氣污染對我哋健康嘅影響好大，政府需要implement強制性嘅emission standards。,5.4187,kept,train,"5.42s in [5.0, 30.0]"
406,./audio/406.wav,./audio/ref_voice/alienkevin.wav,經濟發展唔係犧牲環保嘅代價，我哋需要進行sustainable development。,5.44,kept,train,"5.44s in [5.0, 30.0]"
407,./audio/407.wav,./audio/ref_voice/alienkevin.wav,新冠病毒打亂我哋嘅生活，政府需要確保有充足嘅COVID-19 vaccines供應市民接種。,6.72,kept,train,"6.72s in [5.0, 30.0]"
408,./audio/408.wav,./audio/ref_voice/alienkevin.wav,我哋嘅長者搵唔到工作，政府需要提供更多支援，包括job training programs。,5.4614,kept,train,"5.46s in [5.0, 30.0]"
409,./audio/409.wav,./audio/ref_voice/alienkevin.wav,青少年情緒困擾問題變嚴重，我哋需要提供足夠mental health resources。,4.992,too_short,n/a,4.99s < 5.0
410,./audio/410.wav,./audio/ref_voice/alienkevin.wav,越來越多人无屋可住，我地需要建立一個comprehensive homelessness prevention program。,6.08,kept,eval,"6.08s in [5.0, 30.0]"
411,./audio/411.wav,./audio/ref_voice/alienkevin.wav,美食地圖令香港成為美食之都，但係同時都導致咗food waste問題嚴重，政府需要加大力度處理。,7.7227,kept,train,"7.72s in [5.0, 30.0]"
412,./audio/412.wav,./audio/ref_voice/alienkevin.wav,"近年嚟嘅性骚扰問題令人擔憂，我哋應該跟嚟新嘅laws派對去處理呢啲錯行為。"" ",6.9974,kept,eval,"7.00s in [5.0, 30.0]"
413,./audio/413.wav,./audio/ref_voice/alienkevin.wav,教育改革必須支持我哋嘅年青一代，政府需要投資於innovative learning strategies。,6.231,kept,train,"6.23s in [5.0, 30.0]"
414,./audio/414.wav,./audio/ref_voice/alienkevin.wav,我昨日去咗個shopping mall，好多brands都係做緊sales，我果然係right time去購物嘅！,5.5894,kept,train,"5.59s in [5.0, 30.0]"
415,./audio/415.wav,./audio/ref_voice/alienkevin.wav,我一直都鐘意呢對sneakers，但都覺得佢啲價錢太高，所以我就等佢打折先買，果然有patience真係會有reward喎。,9.6,kept,train,"9.60s in [5.0, 30.0]"
416,./audio/416.wav,./audio/ref_voice/alienkevin.wav,Shopping online真係好方便，隨時隨地都可以睇到新款，仲可以直接比價，真係too good to be true咁嘅experience。,7.0614,kept,train,"7.06s in [5.0, 30.0]"
417,./audio/417.wav,./audio/ref_voice/alienkevin.wav,我見到呢件blouse，真喺好喜歡佢嘅design，但好unluckily佢哋已經賣晒我嘅size，只能等佢哋再stock up啦。,7.488,kept,train,"7.49s in [5.0, 30.0]"
418,./audio/418.wav,./audio/ref_voice/alienkevin.wav,我諗我已經形成咗個holiday shopping嘅tradition，每年聖誕節都會去買一大堆嘅禮物送比朋友，其實都是一種happiness喎。,9.216,kept,train,"9.22s in [5.0, 30.0]"
419,./audio/419.wav,./audio/ref_voice/alienkevin.wav,去outlet shopping好似打寶一樣，有時會突然搵到好平嘅designer items，精神上真係好fulfilling。,7.4027,kept,train,"7.40s in [5.0, 30.0]"
420,./audio/420.wav,./audio/ref_voice/alienkevin.wav,我見到呢個brand新出嘅collection，袋同鞋都好match，我決定要invest喺佢哋嘅產品上，我覺得我make a good decision啦。,7.5307,kept,train,"7.53s in [5.0, 30.0]"
421,./audio/421.wav,./audio/ref_voice/alienkevin.wav,我都好想要呢對earrings，但實在太over budget，可能要等到優惠先至可以afford。,6.5494,kept,train,"6.55s in [5.0, 30.0]"
422,./audio/422.wav,./audio/ref_voice/alienkevin.wav,我係網上見到個fashion blogger著緊我睇中嘅裙，所以我即刻去網店搵，lucky咁，呢個裙仲有得買，真係超happy！,8.427,kept,train,"8.43s in [5.0, 30.0]"
423,./audio/423.wav,./audio/ref_voice/alienkevin.wav,我買咗一對vintage jeans，好岩我嘅style，就算佢cost我一筆錢，我都覺得值得，因為我真係好like呢條jeans呀！,7.552,kept,train,"7.55s in [5.0, 30.0]"
424,./audio/424.wav,./audio/ref_voice/alienkevin.wav,"學習冇咩shortcut，我哋要耐心keep going，一步步走向成功。"" ",5.44,kept,eval,"5.44s in [5.0, 30.0]"
425,./audio/425.wav,./audio/ref_voice/alienkevin.wav,唔好just focus喺你嘅weakness，你都要appreciate自己的strength。,4.1174,too_short,n/a,4.12s < 5.0
426,./audio/426.wav,./audio/ref_voice/alienkevin.wav,"Failure唔係the end，它只係教我哋學習如何做得更好嘅一個part。"" ",5.2694,kept,train,"5.27s in [5.0, 30.0]"
427,./audio/427.wav,./audio/ref_voice/alienkevin.wav,"學嘅時候不妨去treat問題like a challenge，咁就可以找到更多嘅motivation去學嘅。"" ",5.655,kept,train,"5.65s in [5.0, 30.0]"
428,./audio/428.wav,./audio/ref_voice/alienkevin.wav,"Remember，唔要怕出錯，因為mistakes係學習嘅一部分。"" ",3.84,too_short,n/a,3.84s < 5.0
429,./audio/429.wav,./audio/ref_voice/alienkevin.wav,就算你feel lost，都唔好放棄，keep learning就一定可以find your way出來。,4.544,too_short,n/a,4.54s < 5.0
430,./audio/430.wav,./audio/ref_voice/alienkevin.wav,"唔好太hard on yourself，學習唔係一個race，而係一場marathon。"" ",4.2027,too_short,n/a,4.20s < 5.0
431,./audio/431.wav,./audio/ref_voice/alienkevin.wav,"用你嘅curiosity去學習新嘅知識，咁就可以學到更多嘅things啦。"" ",4.6934,too_short,n/a,4.69s < 5.0
432,./audio/432.wav,./audio/ref_voice/alienkevin.wav,學習就係about acquisition of knowledge，慢慢build up你嘅wisdom。,4.416,too_short,n/a,4.42s < 5.0
433,./audio/433.wav,./audio/ref_voice/alienkevin.wav,冇論學嘅是乜嘢，都要有confidence同belief in yourself，咁先可以學嘅更有效率。,6.016,kept,train,"6.02s in [5.0, 30.0]"
434,./audio/434.wav,./audio/ref_voice/alienkevin.wav,做你想做嘅事，唔需要理別人嘅expectations，聽你自己嘅heart就好。,5.1414,kept,train,"5.14s in [5.0, 30.0]"
435,./audio/435.wav,./audio/ref_voice/alienkevin.wav,每次failure都係學習嘅機會，只要你有persistence，總會達到success嘅。,5.547,kept,train,"5.55s in [5.0, 30.0]"
436,./audio/436.wav,./audio/ref_voice/alienkevin.wav,朝朝暮暮嘅hard work都一定會帶嚟rewards，無謂怕辛苦，我哋要cherish每一次嘅opportunity。,7.936,kept,train,"7.94s in [5.0, 30.0]"
437,./audio/437.wav,./audio/ref_voice/alienkevin.wav,乜嘢叫真正嘅success？就係你起得開你自己love嘅job，full of passion去追求dreams。“,7.0187,kept,eval,"7.02s in [5.0, 30.0]"
438,./audio/438.wav,./audio/ref_voice/alienkevin.wav,做決定時唔好怕 make mistakes，因為dares to take risks係成功嘅一部份。”,5.655,kept,train,"5.65s in [5.0, 30.0]"
439,./audio/439.wav,./audio/ref_voice/alienkevin.wav,呢度加班好hazardous，唔正常嘅work-life balance沒法sustain長久嘅career。,5.8454,kept,train,"5.85s in [5.0, 30.0]"
440,./audio/440.wav,./audio/ref_voice/alienkevin.wav,工作唔識得communicate又點合作呢？teamwork就係要良好嘅communication skills。”,5.9307,kept,eval,"5.93s in [5.0, 30.0]"
441,./audio/441.wav,./audio/ref_voice/alienkevin.wav,"工作唔止係諗錢，更重要嘅係你可以gain到乜嘢experience,學識乜嘢新嘅knowledge。”",7.2107,kept,train,"7.21s in [5.0, 30.0]"
442,./audio/442.wav,./audio/ref_voice/alienkevin.wav,面對困難唔好放棄，只要keep going，想成功就一定會有way out。”,4.8,too_short,n/a,4.80s < 5.0
443,./audio/443.wav,./audio/ref_voice/alienkevin.wav,喺工作嘅時候，唔好忽視自己嘅health，good health係highest wealth嘅。”,5.2694,kept,train,"5.27s in [5.0, 30.0]"
444,./audio/444.wav,./audio/ref_voice/alienkevin.wav,今日嘅天气真係amazing，全日都係明朗嘅太阳。,4.096,too_short,n/a,4.10s < 5.0
445,./audio/445.wav,./audio/ref_voice/alienkevin.wav,繼續keep住呢种好天气就最好唔过喇。,3.4987,too_short,n/a,3.50s < 5.0
446,./audio/446.wav,./audio/ref_voice/alienkevin.wav,近排嘅气温畀人感覺有啲unstable，大家千祈记得带好衣服。,4.736,too_short,n/a,4.74s < 5.0
447,./audio/447.wav,./audio/ref_voice/alienkevin.wav,天氣話预报tornado，大家要stay safe喔！,4.7787,too_short,n/a,4.78s < 5.0
448,./audio/448.wav,./audio/ref_voice/alienkevin.wav,又话今朝可能有會heavy rain，唔好忘记帶伞出門。,4.3734,too_short,n/a,4.37s < 5.0
449,./audio/449.wav,./audio/ref_voice/alienkevin.wav,暑假嘅时候通常都会变得非常hot，晒太阳咁都要注意put sunscreen防晒。,6.123,kept,train,"6.12s in [5.0, 30.0]"
450,./audio/450.wav,./audio/ref_voice/alienkevin.wav,瞓果陣窗户记得关好，因为晚晚都会有一阵子大风blow。,5.0987,kept,train,"5.10s in [5.0, 30.0]"
451,./audio/451.wav,./audio/ref_voice/alienkevin.wav,今天可能有會thunderstorm，出门最好配备得完整一啲。,4.352,too_short,n/a,4.35s < 5.0
452,./audio/452.wav,./audio/ref_voice/alienkevin.wav,冬天嚟咗，寒冷天氣带来嘅snow好麻煩喔。,3.776,too_short,n/a,3.78s < 5.0
453,./audio/453.wav,./audio/ref_voice/alienkevin.wav,今天嘅humidity有啲high，可能会使人感觉有啲sticky咁。,4.7574,too_short,n/a,4.76s < 5.0
454,./audio/454.wav,./audio/ref_voice/alienkevin.wav,"我鍾意煮個spaghetti carbonara，夠 creamy 又唔會太肥，簡直太perfect!"" ",5.547,kept,train,"5.55s in [5.0, 30.0]"
